name,artists,daily_rank,daily_movement,weekly_movement,snapshot_date,popularity,duration_ms,album_name,album_release_date
Kill Bill,SZA,44,-3,-15,10/31/2023,92,153946,SOS,12/8/2022
Daylight,David Kushner,45,2,-22,10/31/2023,95,212953,Daylight,4/14/2023
You Are In Love (Taylor's Version),Taylor Swift,46,-12,4,10/31/2023,81,267389,1989 (Taylor's Version),10/26/2023
Starboy,"The Weeknd, Daft Punk",47,2,-19,10/31/2023,94,230453,Starboy,11/25/2016
As It Was,Harry Styles,48,-4,-18,10/31/2023,95,167303,Harry's House,5/20/2022
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,49,1,-24,10/31/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
fukumean,Gunna,50,0,-19,10/31/2023,95,125040,a Gift & a Curse,6/16/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,4,49,10/30/2023,83,229477,1989 (Taylor's Version),10/26/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,0,48,10/30/2023,84,180381,1989 (Taylor's Version),10/26/2023
Style (Taylor's Version),Taylor Swift,3,-2,47,10/30/2023,84,231000,1989 (Taylor's Version),10/26/2023
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,0,46,10/30/2023,83,279833,1989 (Taylor's Version),10/26/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,5,2,45,10/30/2023,83,146436,1989 (Taylor's Version),10/26/2023
Si No Estás,iñigo quintero,6,12,-3,10/30/2023,98,184061,Si No Estás,9/23/2022
greedy,Tate McRae,7,13,-5,10/30/2023,99,131872,greedy,9/15/2023
PERRO NEGRO,"Bad Bunny, Feid",8,16,-1,10/30/2023,96,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",9,14,-8,10/30/2023,97,184400,Seven (feat. Latto),7/14/2023
Blank Space (Taylor's Version),Taylor Swift,10,-7,40,10/30/2023,83,231833,1989 (Taylor's Version),10/26/2023
Paint The Town Red,Doja Cat,11,16,-7,10/30/2023,89,230480,Scarlet,9/20/2023
MONACO,Bad Bunny,12,14,-6,10/30/2023,97,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Out Of The Woods (Taylor's Version),Taylor Swift,13,-5,37,10/30/2023,82,235800,1989 (Taylor's Version),10/26/2023
Cruel Summer,Taylor Swift,14,14,-9,10/30/2023,100,178426,Lover,8/23/2019
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,15,-6,35,10/30/2023,81,171818,1989 (Taylor's Version),10/26/2023
Welcome To New York (Taylor's Version),Taylor Swift,16,-10,34,10/30/2023,83,212600,1989 (Taylor's Version),10/26/2023
Wildest Dreams (Taylor's Version),Taylor Swift,17,-5,33,10/30/2023,80,220433,1989 (Taylor's Version),10/26/2023
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,18,-8,32,10/30/2023,81,193289,1989 (Taylor's Version),10/26/2023
Shake It Off (Taylor's Version),Taylor Swift,19,-8,31,10/30/2023,81,219209,1989 (Taylor's Version),10/26/2023
New Romantics (Taylor's Version),Taylor Swift,20,-5,30,10/30/2023,80,230177,1989 (Taylor's Version),10/26/2023
Strangers,Kenya Grace,21,8,-13,10/30/2023,98,172964,Strangers,9/1/2023
QLONA,"KAROL G, Peso Pluma",22,9,-11,10/30/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
I Wish You Would (Taylor's Version),Taylor Swift,23,-9,27,10/30/2023,80,207650,1989 (Taylor's Version),10/26/2023
Clean (Taylor's Version),Taylor Swift,24,-8,26,10/30/2023,80,271000,1989 (Taylor's Version),10/26/2023
Water,Tyla,25,5,-13,10/30/2023,94,200255,Water,7/28/2023
Bad Blood (Taylor's Version),Taylor Swift,26,-13,24,10/30/2023,81,211103,1989 (Taylor's Version),10/26/2023
LALA,Myke Towers,27,6,-14,10/30/2023,97,197920,LA VIDA ES UNA,3/23/2023
My Love Mine All Mine,Mitski,28,4,-18,10/30/2023,96,137773,The Land Is Inhospitable and So Are We,9/15/2023
How You Get The Girl (Taylor's Version),Taylor Swift,29,-12,21,10/30/2023,80,247533,1989 (Taylor's Version),10/26/2023
I Know Places (Taylor's Version),Taylor Swift,30,-11,20,10/30/2023,79,195700,1989 (Taylor's Version),10/26/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",31,4,-15,10/30/2023,94,191466,Que Onda,8/30/2023
Wonderland (Taylor's Version),Taylor Swift,32,-11,18,10/30/2023,79,245566,1989 (Taylor's Version),10/26/2023
This Love (Taylor’s Version),Taylor Swift,33,-11,17,10/30/2023,78,250100,1989 (Taylor's Version),10/26/2023
You Are In Love (Taylor's Version),Taylor Swift,34,-9,16,10/30/2023,78,267389,1989 (Taylor's Version),10/26/2023
Lollipop,Darell,35,2,-14,10/30/2023,92,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",36,-2,-27,10/30/2023,89,201812,3D : The Remixes,10/2/2023
Según Quién,"Maluma, Carin Leon",37,1,-20,10/30/2023,88,142334,Don Juan,8/25/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",38,3,-19,10/30/2023,95,212878,GÉNESIS,6/29/2023
IDGAF (feat. Yeat),"Drake, Yeat",39,-3,-24,10/30/2023,94,260111,For All The Dogs,10/6/2023
I Wanna Be Yours,Arctic Monkeys,40,4,-22,10/30/2023,95,183956,AM,9/9/2013
Kill Bill,SZA,41,9,-12,10/30/2023,92,153946,SOS,12/8/2022
vampire,Olivia Rodrigo,42,5,-20,10/30/2023,96,219724,GUTS,9/8/2023
Prada,"cassö, RAYE, D-Block Europe",43,0,-10,10/30/2023,94,132359,Prada,8/11/2023
As It Was,Harry Styles,44,2,-14,10/30/2023,95,167303,Harry's House,5/20/2022
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",45,-6,-31,10/30/2023,90,203894,TOO MUCH,10/19/2023
Agora Hills,Doja Cat,46,2,-19,10/30/2023,80,265360,Scarlet,9/20/2023
Daylight,David Kushner,47,2,-24,10/30/2023,95,212953,Daylight,4/14/2023
FINA,"Bad Bunny, Young Miko",48,-3,-28,10/30/2023,93,216327,nadie sabe lo que va a pasar mañana,10/13/2023
Starboy,"The Weeknd, Daft Punk",49,1,-21,10/30/2023,94,230453,Starboy,11/25/2016
fukumean,Gunna,50,0,-19,10/30/2023,95,125040,a Gift & a Curse,6/16/2023
Style (Taylor's Version),Taylor Swift,1,49,49,10/29/2023,0,231000,1989 (Taylor's Version),10/26/2023
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,48,48,10/29/2023,0,180381,1989 (Taylor's Version),10/26/2023
Blank Space (Taylor's Version),Taylor Swift,3,47,47,10/29/2023,0,231833,1989 (Taylor's Version),10/26/2023
Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,46,46,10/29/2023,0,279833,1989 (Taylor's Version),10/26/2023
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,5,45,45,10/29/2023,0,229477,1989 (Taylor's Version),10/26/2023
Welcome To New York (Taylor's Version),Taylor Swift,6,44,44,10/29/2023,0,212600,1989 (Taylor's Version),10/26/2023
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,7,43,43,10/29/2023,0,146436,1989 (Taylor's Version),10/26/2023
Out Of The Woods (Taylor's Version),Taylor Swift,8,42,42,10/29/2023,0,235800,1989 (Taylor's Version),10/26/2023
Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,41,41,10/29/2023,0,171818,1989 (Taylor's Version),10/26/2023
All You Had To Do Was Stay (Taylor's Version),Taylor Swift,10,40,40,10/29/2023,0,193289,1989 (Taylor's Version),10/26/2023
Shake It Off (Taylor's Version),Taylor Swift,11,39,39,10/29/2023,0,219209,1989 (Taylor's Version),10/26/2023
Wildest Dreams (Taylor's Version),Taylor Swift,12,38,38,10/29/2023,0,220433,1989 (Taylor's Version),10/26/2023
Bad Blood (Taylor's Version),Taylor Swift,13,37,37,10/29/2023,0,211103,1989 (Taylor's Version),10/26/2023
I Wish You Would (Taylor's Version),Taylor Swift,14,36,36,10/29/2023,0,207650,1989 (Taylor's Version),10/26/2023
New Romantics (Taylor's Version),Taylor Swift,15,35,35,10/29/2023,0,230177,1989 (Taylor's Version),10/26/2023
Clean (Taylor's Version),Taylor Swift,16,34,34,10/29/2023,0,271000,1989 (Taylor's Version),10/26/2023
How You Get The Girl (Taylor's Version),Taylor Swift,17,33,33,10/29/2023,0,247533,1989 (Taylor's Version),10/26/2023
Si No Estás,iñigo quintero,18,-16,-15,10/29/2023,98,184061,Si No Estás,9/23/2022
I Know Places (Taylor's Version),Taylor Swift,19,31,31,10/29/2023,0,195700,1989 (Taylor's Version),10/26/2023
greedy,Tate McRae,20,-17,-18,10/29/2023,99,131872,greedy,9/15/2023
Wonderland (Taylor's Version),Taylor Swift,21,29,29,10/29/2023,0,245566,1989 (Taylor's Version),10/26/2023
This Love (Taylor’s Version),Taylor Swift,22,28,28,10/29/2023,0,250100,1989 (Taylor's Version),10/26/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",23,-22,-22,10/29/2023,97,184400,Seven (feat. Latto),7/14/2023
PERRO NEGRO,"Bad Bunny, Feid",24,-20,-18,10/29/2023,95,162767,nadie sabe lo que va a pasar mañana,10/13/2023
You Are In Love (Taylor's Version),Taylor Swift,25,25,25,10/29/2023,0,267389,1989 (Taylor's Version),10/26/2023
MONACO,Bad Bunny,26,-21,-22,10/29/2023,97,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,27,-21,-22,10/29/2023,89,230480,Scarlet,9/20/2023
Cruel Summer,Taylor Swift,28,-21,-21,10/29/2023,100,178426,Lover,8/23/2019
Strangers,Kenya Grace,29,-21,-21,10/29/2023,98,172964,Strangers,9/1/2023
Water,Tyla,30,-19,-16,10/29/2023,94,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",31,-21,-20,10/29/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
My Love Mine All Mine,Mitski,32,-23,-17,10/29/2023,96,137773,The Land Is Inhospitable and So Are We,9/15/2023
LALA,Myke Towers,33,-21,-21,10/29/2023,97,197920,LA VIDA ES UNA,3/23/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",34,-21,-25,10/29/2023,89,201812,3D : The Remixes,10/2/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",35,-20,-16,10/29/2023,94,191466,Que Onda,8/30/2023
IDGAF (feat. Yeat),"Drake, Yeat",36,-22,-23,10/29/2023,94,260111,For All The Dogs,10/6/2023
Lollipop,Darell,37,-11,-20,10/29/2023,91,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Según Quién,"Maluma, Carin Leon",38,-20,-20,10/29/2023,88,142334,Don Juan,8/25/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",39,-22,-29,10/29/2023,90,203894,TOO MUCH,10/19/2023
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),"Taylor Swift, Kendrick Lamar",40,10,10,10/29/2023,74,199773,1989 (Taylor's Version) [Deluxe],10/27/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",41,-17,-17,10/29/2023,95,212878,GÉNESIS,6/29/2023
Style,Taylor Swift,42,-26,-10,10/29/2023,83,231000,1989,10/27/2014
Prada,"cassö, RAYE, D-Block Europe",43,-13,-21,10/29/2023,94,132359,Prada,8/11/2023
I Wanna Be Yours,Arctic Monkeys,44,-24,-23,10/29/2023,95,183956,AM,9/9/2013
FINA,"Bad Bunny, Young Miko",45,-24,-29,10/29/2023,93,216327,nadie sabe lo que va a pasar mañana,10/13/2023
As It Was,Harry Styles,46,-19,-16,10/29/2023,95,167303,Harry's House,5/20/2022
vampire,Olivia Rodrigo,47,-25,-27,10/29/2023,96,219724,GUTS,9/8/2023
Agora Hills,Doja Cat,48,-25,-10,10/29/2023,80,265360,Scarlet,9/20/2023
Daylight,David Kushner,49,-24,-24,10/29/2023,95,212953,Daylight,4/14/2023
fukumean,Gunna,50,-21,-24,10/29/2023,95,125040,a Gift & a Curse,6/16/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",1,1,2,10/28/2023,97,184400,Seven (feat. Latto),7/14/2023
Si No Estás,iñigo quintero,2,-1,2,10/28/2023,98,184061,Si No Estás,9/23/2022
greedy,Tate McRae,3,0,-1,10/28/2023,99,131872,greedy,9/15/2023
PERRO NEGRO,"Bad Bunny, Feid",4,1,3,10/28/2023,95,162767,nadie sabe lo que va a pasar mañana,10/13/2023
MONACO,Bad Bunny,5,-1,-4,10/28/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,6,0,-1,10/28/2023,89,230480,Scarlet,9/20/2023
Cruel Summer,Taylor Swift,7,0,-1,10/28/2023,100,178426,Lover,8/23/2019
Strangers,Kenya Grace,8,0,0,10/28/2023,98,172964,Strangers,9/1/2023
My Love Mine All Mine,Mitski,9,0,3,10/28/2023,96,137773,The Land Is Inhospitable and So Are We,9/15/2023
QLONA,"KAROL G, Peso Pluma",10,0,0,10/28/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Water,Tyla,11,0,3,10/28/2023,94,200255,Water,7/28/2023
LALA,Myke Towers,12,1,1,10/28/2023,98,197920,LA VIDA ES UNA,3/23/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",13,-1,-4,10/28/2023,89,201812,3D : The Remixes,10/2/2023
IDGAF (feat. Yeat),"Drake, Yeat",14,0,-3,10/28/2023,94,260111,For All The Dogs,10/6/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",15,1,9,10/28/2023,94,191466,Que Onda,8/30/2023
Style,Taylor Swift,16,7,14,10/28/2023,83,231000,1989,10/27/2014
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",17,-2,33,10/28/2023,89,203894,TOO MUCH,10/19/2023
Según Quién,"Maluma, Carin Leon",18,0,1,10/28/2023,88,142334,Don Juan,8/25/2023
Blank Space,Taylor Swift,19,9,13,10/28/2023,83,231826,1989,10/27/2014
I Wanna Be Yours,Arctic Monkeys,20,0,-3,10/28/2023,95,183956,AM,9/9/2013
FINA,"Bad Bunny, Young Miko",21,-2,-6,10/28/2023,93,216327,nadie sabe lo que va a pasar mañana,10/13/2023
vampire,Olivia Rodrigo,22,-1,-6,10/28/2023,96,219724,GUTS,9/8/2023
Agora Hills,Doja Cat,23,-1,19,10/28/2023,80,265360,Scarlet,9/20/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",24,2,2,10/28/2023,95,212878,GÉNESIS,6/29/2023
Daylight,David Kushner,25,-1,-3,10/28/2023,95,212953,Daylight,4/14/2023
Lollipop,Darell,26,-9,9,10/28/2023,91,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
As It Was,Harry Styles,27,0,1,10/28/2023,95,167303,Harry's House,5/20/2022
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,28,-3,-5,10/28/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
fukumean,Gunna,29,1,-8,10/28/2023,95,125040,a Gift & a Curse,6/16/2023
Prada,"cassö, RAYE, D-Block Europe",30,-1,-5,10/28/2023,94,132359,Prada,8/11/2023
Starboy,"The Weeknd, Daft Punk",31,0,0,10/28/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,32,0,1,10/28/2023,92,153946,SOS,12/8/2022
Dance The Night - From Barbie The Album,Dua Lipa,33,0,1,10/28/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
UN PREVIEW,Bad Bunny,34,0,-14,10/28/2023,86,165582,nadie sabe lo que va a pasar mañana,10/13/2023
First Person Shooter (feat. J. Cole),"Drake, J. Cole",35,0,-8,10/28/2023,92,247444,For All The Dogs,10/6/2023
Columbia,Quevedo,36,2,-7,10/28/2023,95,186000,Columbia,7/7/2023
Die For You,The Weeknd,37,0,6,10/28/2023,91,260253,Starboy,11/24/2016
Another Love,Tom Odell,38,1,7,10/28/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Anti-Hero,Taylor Swift,39,1,8,10/28/2023,93,200690,Midnights,10/21/2022
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",40,1,-3,10/28/2023,94,227195,Zach Bryan,8/25/2023
Sweater Weather,The Neighbourhood,41,2,7,10/28/2023,93,240400,I Love You.,4/19/2013
One Of Your Girls,Troye Sivan,42,-6,-3,10/28/2023,86,181481,Something To Give Each Other,10/13/2023
HIBIKI,"Bad Bunny, Mora",43,-1,-25,10/28/2023,92,208000,nadie sabe lo que va a pasar mañana,10/13/2023
Lover,Taylor Swift,44,0,5,10/28/2023,92,221306,Lover,8/23/2019
Flowers,Miley Cyrus,45,2,5,10/28/2023,91,200600,Endless Summer Vacation,8/18/2023
Fruto,"Bizarrap, Milo j",46,0,-8,10/28/2023,91,132294,en dormir sin Madrid,10/4/2023
Primera Cita,Carin Leon,47,3,3,10/28/2023,87,186455,Colmillo De Leche,5/19/2023
Snooze,SZA,48,0,2,10/28/2023,92,201800,SOS,12/9/2022
Classy 101,"Feid, Young Miko",49,0,1,10/28/2023,93,195986,Classy 101,3/31/2023
LOU LOU,"Gabito Ballesteros, Natanael Cano",50,0,0,10/28/2023,83,188000,LOU LOU,10/19/2023
Si No Estás,iñigo quintero,1,0,3,10/27/2023,97,184061,Si No Estás,9/23/2022
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",2,4,0,10/27/2023,97,184400,Seven (feat. Latto),7/14/2023
greedy,Tate McRae,3,-1,2,10/27/2023,99,131872,greedy,9/15/2023
MONACO,Bad Bunny,4,-1,-3,10/27/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
PERRO NEGRO,"Bad Bunny, Feid",5,0,1,10/27/2023,94,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,6,-2,-3,10/27/2023,88,230480,Scarlet,9/20/2023
Cruel Summer,Taylor Swift,7,0,0,10/27/2023,100,178426,Lover,8/23/2019
Strangers,Kenya Grace,8,0,0,10/27/2023,98,172964,Strangers,9/1/2023
My Love Mine All Mine,Mitski,9,0,1,10/27/2023,96,137773,The Land Is Inhospitable and So Are We,9/15/2023
QLONA,"KAROL G, Peso Pluma",10,1,2,10/27/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
Water,Tyla,11,-1,4,10/27/2023,94,200255,Water,7/28/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",12,0,-3,10/27/2023,89,201812,3D : The Remixes,10/2/2023
LALA,Myke Towers,13,0,0,10/27/2023,98,197920,LA VIDA ES UNA,3/23/2023
IDGAF (feat. Yeat),"Drake, Yeat",14,0,-3,10/27/2023,93,260111,For All The Dogs,10/6/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",15,0,35,10/27/2023,88,203894,TOO MUCH,10/19/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",16,2,10,10/27/2023,94,191466,Que Onda,8/30/2023
Lollipop,Darell,17,-1,33,10/27/2023,90,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Según Quién,"Maluma, Carin Leon",18,-1,5,10/27/2023,88,142334,Don Juan,8/25/2023
FINA,"Bad Bunny, Young Miko",19,1,-5,10/27/2023,92,216327,nadie sabe lo que va a pasar mañana,10/13/2023
I Wanna Be Yours,Arctic Monkeys,20,-1,-4,10/27/2023,95,183956,AM,9/9/2013
vampire,Olivia Rodrigo,21,1,-3,10/27/2023,96,219724,GUTS,9/8/2023
Agora Hills,Doja Cat,22,-1,20,10/27/2023,80,265360,Scarlet,9/20/2023
Style,Taylor Swift,23,4,10,10/27/2023,83,231000,1989,10/27/2014
Daylight,David Kushner,24,-1,-2,10/27/2023,95,212953,Daylight,4/14/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,25,-1,-4,10/27/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",26,-1,3,10/27/2023,95,212878,GÉNESIS,6/29/2023
As It Was,Harry Styles,27,2,-2,10/27/2023,95,167303,Harry's House,5/20/2022
Blank Space,Taylor Swift,28,2,6,10/27/2023,83,231826,1989,10/27/2014
Prada,"cassö, RAYE, D-Block Europe",29,-1,-1,10/27/2023,94,132359,Prada,8/11/2023
fukumean,Gunna,30,1,-11,10/27/2023,95,125040,a Gift & a Curse,6/16/2023
Starboy,"The Weeknd, Daft Punk",31,1,1,10/27/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,32,1,-5,10/27/2023,92,153946,SOS,12/8/2022
Dance The Night - From Barbie The Album,Dua Lipa,33,2,-2,10/27/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
UN PREVIEW,Bad Bunny,34,2,-14,10/27/2023,86,165582,nadie sabe lo que va a pasar mañana,10/13/2023
First Person Shooter (feat. J. Cole),"Drake, J. Cole",35,-1,-11,10/27/2023,92,247444,For All The Dogs,10/6/2023
One Of Your Girls,Troye Sivan,36,-10,11,10/27/2023,85,181481,Something To Give Each Other,10/13/2023
Die For You,The Weeknd,37,3,4,10/27/2023,90,260253,Starboy,11/24/2016
Columbia,Quevedo,38,0,-8,10/27/2023,95,186000,Columbia,7/7/2023
Another Love,Tom Odell,39,2,1,10/27/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Anti-Hero,Taylor Swift,40,2,6,10/27/2023,93,200690,Midnights,10/21/2022
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",41,-2,-5,10/27/2023,94,227195,Zach Bryan,8/25/2023
HIBIKI,"Bad Bunny, Mora",42,-5,-25,10/27/2023,91,208000,nadie sabe lo que va a pasar mañana,10/13/2023
Sweater Weather,The Neighbourhood,43,1,0,10/27/2023,93,240400,I Love You.,4/19/2013
Lover,Taylor Swift,44,2,4,10/27/2023,92,221306,Lover,8/23/2019
PARANOIA,"HEARTSTEEL, League of Legends, BAEKHYUN, tobi lou, ØZI, Cal Scruby",45,-2,5,10/27/2023,78,198817,PARANOIA,10/23/2023
Fruto,"Bizarrap, Milo j",46,-1,-1,10/27/2023,90,132294,en dormir sin Madrid,10/4/2023
Flowers,Miley Cyrus,47,0,2,10/27/2023,91,200600,Endless Summer Vacation,8/18/2023
Snooze,SZA,48,2,2,10/27/2023,92,201800,SOS,12/9/2022
august,Taylor Swift,49,0,1,10/27/2023,92,261922,folklore,7/24/2020
Classy 101,"Feid, Young Miko",49,1,1,10/27/2023,93,195986,Classy 101,3/31/2023
Primera Cita,Carin Leon,50,-2,0,10/27/2023,87,186455,Colmillo De Leche,5/19/2023
LOU LOU,"Gabito Ballesteros, Natanael Cano",50,0,0,10/27/2023,83,188000,LOU LOU,10/19/2023
Si No Estás,iñigo quintero,1,0,3,10/26/2023,97,184061,Si No Estás,9/23/2022
greedy,Tate McRae,2,0,4,10/26/2023,99,131872,greedy,9/15/2023
MONACO,Bad Bunny,3,1,-2,10/26/2023,96,267194,nadie sabe lo que va a pasar mañana,10/13/2023
Paint The Town Red,Doja Cat,4,1,-1,10/26/2023,88,230480,Scarlet,9/20/2023
PERRO NEGRO,"Bad Bunny, Feid",5,1,0,10/26/2023,94,162767,nadie sabe lo que va a pasar mañana,10/13/2023
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",6,-3,-4,10/26/2023,97,184400,Seven (feat. Latto),7/14/2023
Cruel Summer,Taylor Swift,7,0,0,10/26/2023,100,178426,Lover,8/23/2019
Strangers,Kenya Grace,8,0,0,10/26/2023,98,172964,Strangers,9/1/2023
My Love Mine All Mine,Mitski,9,0,2,10/26/2023,95,137773,The Land Is Inhospitable and So Are We,9/15/2023
Water,Tyla,10,1,6,10/26/2023,94,200255,Water,7/28/2023
QLONA,"KAROL G, Peso Pluma",11,1,1,10/26/2023,94,172797,MAÑANA SERÁ BONITO (BICHOTA SEASON),8/10/2023
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",12,-2,-3,10/26/2023,89,201812,3D : The Remixes,10/2/2023
LALA,Myke Towers,13,1,1,10/26/2023,98,197920,LA VIDA ES UNA,3/23/2023
IDGAF (feat. Yeat),"Drake, Yeat",14,1,-4,10/26/2023,93,260111,For All The Dogs,10/6/2023
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",15,-2,35,10/26/2023,88,203894,TOO MUCH,10/19/2023
Lollipop,Darell,16,3,34,10/26/2023,90,199946,EVERYBODY GO TO THE DISCOTEK,7/28/2023
Según Quién,"Maluma, Carin Leon",17,0,8,10/26/2023,88,142334,Don Juan,8/25/2023
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",18,-2,8,10/26/2023,94,191466,Que Onda,8/30/2023
I Wanna Be Yours,Arctic Monkeys,19,-1,-2,10/26/2023,95,183956,AM,9/9/2013
FINA,"Bad Bunny, Young Miko",20,0,-7,10/26/2023,92,216327,nadie sabe lo que va a pasar mañana,10/13/2023
Agora Hills,Doja Cat,21,2,28,10/26/2023,79,265360,Scarlet,9/20/2023
vampire,Olivia Rodrigo,22,-1,-4,10/26/2023,96,219724,GUTS,9/8/2023
Daylight,David Kushner,23,-1,0,10/26/2023,95,212953,Daylight,4/14/2023
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,24,0,-2,10/26/2023,96,222369,"What Was I Made For? [From The Motion Picture ""Barbie""]",7/13/2023
LADY GAGA,"Peso Pluma, Gabito Ballesteros, Junior H",25,1,2,10/26/2023,95,212878,GÉNESIS,6/29/2023
One Of Your Girls,Troye Sivan,26,-1,24,10/26/2023,85,181481,Something To Give Each Other,10/13/2023
Style,Taylor Swift,27,1,9,10/26/2023,83,231000,1989,10/27/2014
Prada,"cassö, RAYE, D-Block Europe",28,-1,2,10/26/2023,94,132359,Prada,8/11/2023
As It Was,Harry Styles,29,1,-1,10/26/2023,95,167303,Harry's House,5/20/2022
Blank Space,Taylor Swift,30,1,5,10/26/2023,83,231826,1989,10/27/2014
fukumean,Gunna,31,-2,-11,10/26/2023,95,125040,a Gift & a Curse,6/16/2023
Starboy,"The Weeknd, Daft Punk",32,0,2,10/26/2023,94,230453,Starboy,11/25/2016
Kill Bill,SZA,33,0,-4,10/26/2023,92,153946,SOS,12/8/2022
First Person Shooter (feat. J. Cole),"Drake, J. Cole",34,0,-13,10/26/2023,92,247444,For All The Dogs,10/6/2023
Dance The Night - From Barbie The Album,Dua Lipa,35,0,-2,10/26/2023,95,176579,Dance The Night (From Barbie The Album),5/25/2023
UN PREVIEW,Bad Bunny,36,1,-17,10/26/2023,86,165582,nadie sabe lo que va a pasar mañana,10/13/2023
HIBIKI,"Bad Bunny, Mora",37,-1,-22,10/26/2023,91,208000,nadie sabe lo que va a pasar mañana,10/13/2023
Columbia,Quevedo,38,1,-6,10/26/2023,96,186000,Columbia,7/7/2023
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",39,-1,1,10/26/2023,94,227195,Zach Bryan,8/25/2023
Die For You,The Weeknd,40,0,4,10/26/2023,90,260253,Starboy,11/24/2016
Another Love,Tom Odell,41,0,2,10/26/2023,92,244360,Long Way Down (Deluxe),6/24/2013
Anti-Hero,Taylor Swift,42,0,3,10/26/2023,93,200690,Midnights,10/21/2022
